Date,Hour,Temperature (C),Humidity (%),Seasons,Holiday,Functioning Day,Precipitation
2018-05-15,16,28.8,37,Spring,No Holiday,Yes,0
2018-05-15,17,28.5,43,Spring,No Holiday,Yes,0
2018-05-15,18,27.5,47,Spring,No Holiday,Yes,0
2018-05-15,19,26.9,49,Spring,No Holiday,Yes,0
2018-05-15,20,26.3,53,Spring,No Holiday,Yes,0
2018-05-15,21,25.6,56,Spring,No Holiday,Yes,0
2018-05-15,22,25.0,59,Spring,No Holiday,Yes,0
2018-05-15,23,24.8,60,Spring,No Holiday,Yes,0
2018-05-16,0,24.4,63,Spring,No Holiday,Yes,0
2018-05-16,1,24.1,67,Spring,No Holiday,Yes,0
2018-05-16,2,23.9,69,Spring,No Holiday,Yes,1
2018-05-16,3,22.6,89,Spring,No Holiday,Yes,1
2018-05-16,4,22.3,86,Spring,No Holiday,Yes,0
2018-05-16,5,22.3,87,Spring,No Holiday,Yes,0
2018-05-16,6,22.1,94,Spring,No Holiday,Yes,1
2018-05-16,7,22.0,95,Spring,No Holiday,Yes,0
2018-05-16,8,22.4,93,Spring,No Holiday,Yes,0
2018-05-16,9,22.8,93,Spring,No Holiday,Yes,1
2018-05-16,10,22.8,95,Spring,No Holiday,Yes,1
2018-05-16,11,22.7,93,Spring,No Holiday,Yes,0
2018-05-16,12,22.9,87,Spring,No Holiday,Yes,0
2018-05-16,13,21.8,97,Spring,No Holiday,Yes,1
2018-05-16,14,22.0,96,Spring,No Holiday,Yes,0
2018-05-16,15,22.0,96,Spring,No Holiday,Yes,0
2018-05-16,16,21.8,97,Spring,No Holiday,Yes,0
2018-05-16,17,21.9,97,Spring,No Holiday,Yes,1
2018-05-16,18,21.9,97,Spring,No Holiday,Yes,0
2018-05-16,19,21.9,97,Spring,No Holiday,Yes,0
2018-05-16,20,21.8,97,Spring,No Holiday,Yes,1
2018-05-16,21,21.8,97,Spring,No Holiday,Yes,1
2018-05-16,22,21.9,97,Spring,No Holiday,Yes,0
2018-05-16,23,22.0,97,Spring,No Holiday,Yes,0
2018-05-17,0,22.0,97,Spring,No Holiday,Yes,1
2018-05-17,1,22.0,97,Spring,No Holiday,Yes,1
2018-05-17,2,21.8,97,Spring,No Holiday,Yes,1
2018-05-17,3,21.8,98,Spring,No Holiday,Yes,1
2018-05-17,4,19.2,98,Spring,No Holiday,Yes,1
2018-05-17,5,18.8,97,Spring,No Holiday,Yes,0
2018-05-17,6,18.9,98,Spring,No Holiday,Yes,0
2018-05-17,7,19.1,98,Spring,No Holiday,Yes,0
2018-05-17,8,19.7,98,Spring,No Holiday,Yes,1
2018-05-17,9,19.7,98,Spring,No Holiday,Yes,1
2018-05-17,10,20.1,98,Spring,No Holiday,Yes,1
2018-05-17,11,20.4,98,Spring,No Holiday,Yes,1
2018-05-17,12,21.7,96,Spring,No Holiday,Yes,1
2018-05-17,13,23.4,83,Spring,No Holiday,Yes,0
2018-05-17,14,23.4,81,Spring,No Holiday,Yes,0
2018-05-17,15,22.8,95,Spring,No Holiday,Yes,1
2018-05-17,16,22.9,95,Spring,No Holiday,Yes,0
2018-05-17,17,22.7,96,Spring,No Holiday,Yes,1
2018-05-17,18,22.6,97,Spring,No Holiday,Yes,1
2018-05-17,19,22.3,96,Spring,No Holiday,Yes,0
2018-05-17,20,21.3,97,Spring,No Holiday,Yes,1
2018-05-17,21,20.5,97,Spring,No Holiday,Yes,1
2018-05-17,22,20.2,98,Spring,No Holiday,Yes,1
2018-05-17,23,20.0,98,Spring,No Holiday,Yes,1
2018-05-18,0,19.3,97,Spring,No Holiday,Yes,1
2018-05-18,1,19.0,97,Spring,No Holiday,Yes,1
2018-05-18,2,18.8,98,Spring,No Holiday,Yes,1
2018-05-18,3,18.3,98,Spring,No Holiday,Yes,1
2018-05-18,4,18.1,98,Spring,No Holiday,Yes,1
2018-05-18,5,17.8,98,Spring,No Holiday,Yes,1
2018-05-18,6,17.4,98,Spring,No Holiday,Yes,0
2018-05-18,7,16.6,98,Spring,No Holiday,Yes,1
2018-05-18,8,16.4,98,Spring,No Holiday,Yes,0
2018-05-18,9,16.6,98,Spring,No Holiday,Yes,1
2018-05-18,10,16.3,97,Spring,No Holiday,Yes,0
2018-05-18,11,16.6,96,Spring,No Holiday,Yes,0
2018-05-18,12,16.6,96,Spring,No Holiday,Yes,0
2018-05-18,13,16.7,93,Spring,No Holiday,Yes,1
2018-05-18,14,16.7,88,Spring,No Holiday,Yes,0
2018-05-18,15,16.7,85,Spring,No Holiday,Yes,0
2018-05-18,16,17.0,82,Spring,No Holiday,Yes,0
2018-05-18,17,17.2,81,Spring,No Holiday,Yes,0
2018-05-18,18,17.5,79,Spring,No Holiday,Yes,0
2018-05-18,19,17.0,76,Spring,No Holiday,Yes,0
2018-05-18,20,16.2,76,Spring,No Holiday,Yes,0
2018-05-18,21,15.3,73,Spring,No Holiday,Yes,0
2018-05-18,22,14.2,73,Spring,No Holiday,Yes,0
2018-05-18,23,13.2,68,Spring,No Holiday,Yes,0
2018-05-19,0,12.2,67,Spring,No Holiday,Yes,0
2018-05-19,1,11.4,74,Spring,No Holiday,Yes,0
2018-05-19,2,11.1,74,Spring,No Holiday,Yes,0
2018-05-19,3,10.7,73,Spring,No Holiday,Yes,0
2018-05-19,4,10.5,73,Spring,No Holiday,Yes,0
2018-05-19,5,10.4,71,Spring,No Holiday,Yes,0
2018-05-19,6,10.5,70,Spring,No Holiday,Yes,0
2018-05-19,7,11.4,0,Spring,No Holiday,Yes,0
2018-05-19,8,13.7,57,Spring,No Holiday,Yes,0
2018-05-19,9,15.7,49,Spring,No Holiday,Yes,0
2018-05-19,10,17.2,45,Spring,No Holiday,Yes,0
2018-05-19,11,19.0,44,Spring,No Holiday,Yes,0
2018-05-19,12,20.5,42,Spring,No Holiday,Yes,0
2018-05-19,13,21.9,39,Spring,No Holiday,Yes,0
2018-05-19,14,22.8,39,Spring,No Holiday,Yes,0
2018-05-19,15,23.9,37,Spring,No Holiday,Yes,0
2018-05-19,16,24.5,34,Spring,No Holiday,Yes,0
2018-05-19,17,24.5,35,Spring,No Holiday,Yes,0
2018-05-19,18,24.0,34,Spring,No Holiday,Yes,0
2018-05-19,19,22.6,34,Spring,No Holiday,Yes,0
2018-05-19,20,20.9,34,Spring,No Holiday,Yes,0
2018-05-19,21,19.5,34,Spring,No Holiday,Yes,0
2018-05-19,22,18.4,34,Spring,No Holiday,Yes,0
2018-05-19,23,17.1,37,Spring,No Holiday,Yes,0
2018-05-20,0,15.8,41,Spring,No Holiday,Yes,0
2018-05-20,1,14.7,43,Spring,No Holiday,Yes,0
2018-05-20,2,13.9,43,Spring,No Holiday,Yes,0
2018-05-20,3,13.5,41,Spring,No Holiday,Yes,0
2018-05-20,4,12.8,44,Spring,No Holiday,Yes,0
2018-05-20,5,12.1,47,Spring,No Holiday,Yes,0
2018-05-20,6,11.6,46,Spring,No Holiday,Yes,0
2018-05-20,7,12.3,43,Spring,No Holiday,Yes,0
2018-05-20,8,14.1,38,Spring,No Holiday,Yes,0
2018-05-20,9,16.0,34,Spring,No Holiday,Yes,0
2018-05-20,10,17.0,37,Spring,No Holiday,Yes,0
2018-05-20,11,18.7,30,Spring,No Holiday,Yes,0
2018-05-20,12,18.8,31,Spring,No Holiday,Yes,0
2018-05-20,13,19.9,33,Spring,No Holiday,Yes,0
2018-05-20,14,20.3,30,Spring,No Holiday,Yes,0
2018-05-20,15,21.0,28,Spring,No Holiday,Yes,0
2018-05-20,16,22.2,23,Spring,No Holiday,Yes,0
2018-05-20,17,22.4,23,Spring,No Holiday,Yes,0
2018-05-20,18,22.2,22,Spring,No Holiday,Yes,0
2018-05-20,19,20.8,24,Spring,No Holiday,Yes,0
2018-05-20,20,19.0,26,Spring,No Holiday,Yes,0
2018-05-20,21,17.8,26,Spring,No Holiday,Yes,0
2018-05-20,22,16.8,29,Spring,No Holiday,Yes,0
2018-05-20,23,15.8,30,Spring,No Holiday,Yes,0
2018-05-21,0,15.3,29,Spring,No Holiday,Yes,0
2018-05-21,1,14.5,31,Spring,No Holiday,Yes,0
2018-05-21,2,13.9,0,Spring,No Holiday,Yes,0
2018-05-21,3,13.0,0,Spring,No Holiday,Yes,0
2018-05-21,4,12.4,0,Spring,No Holiday,Yes,0
2018-05-21,5,11.9,0,Spring,No Holiday,Yes,0
2018-05-21,6,11.4,0,Spring,No Holiday,Yes,0
2018-05-21,7,12.3,0,Spring,No Holiday,Yes,0
2018-05-21,8,15.3,30,Spring,No Holiday,Yes,0
2018-05-21,9,17.7,27,Spring,No Holiday,Yes,0
2018-05-21,10,19.3,27,Spring,No Holiday,Yes,0
2018-05-21,11,20.9,27,Spring,No Holiday,Yes,0
2018-05-21,12,21.8,31,Spring,No Holiday,Yes,0
2018-05-21,13,22.8,31,Spring,No Holiday,Yes,0
2018-05-21,14,23.4,36,Spring,No Holiday,Yes,0
2018-05-21,15,23.3,38,Spring,No Holiday,Yes,0
2018-05-21,16,22.7,42,Spring,No Holiday,Yes,0
2018-05-21,17,22.2,45,Spring,No Holiday,Yes,0
2018-05-21,18,21.6,48,Spring,No Holiday,Yes,0
2018-05-21,19,19.5,56,Spring,No Holiday,Yes,0
2018-05-21,20,18.4,59,Spring,No Holiday,Yes,0
2018-05-21,21,17.7,63,Spring,No Holiday,Yes,0
2018-05-21,22,16.9,65,Spring,No Holiday,Yes,0
2018-05-21,23,16.3,70,Spring,No Holiday,Yes,0
2018-05-22,0,16.0,71,Spring,Holiday,Yes,0
2018-05-22,1,15.9,71,Spring,Holiday,Yes,0
2018-05-22,2,15.7,74,Spring,Holiday,Yes,0
2018-05-22,3,15.5,0,Spring,Holiday,Yes,0
2018-05-22,4,15.6,0,Spring,Holiday,Yes,0
2018-05-22,5,15.7,0,Spring,Holiday,Yes,0
2018-05-22,6,15.5,0,Spring,Holiday,Yes,0
2018-05-22,7,16.3,69,Spring,Holiday,Yes,0
2018-05-22,8,18.2,63,Spring,Holiday,Yes,0
2018-05-22,9,19.3,62,Spring,Holiday,Yes,0
2018-05-22,10,20.7,55,Spring,Holiday,Yes,0
2018-05-22,11,21.9,55,Spring,Holiday,Yes,0
2018-05-22,12,22.9,51,Spring,Holiday,Yes,0
2018-05-22,13,22.7,52,Spring,Holiday,Yes,0
2018-05-22,14,22.8,53,Spring,Holiday,Yes,0
2018-05-22,15,21.1,72,Spring,Holiday,Yes,1
2018-05-22,16,19.5,80,Spring,Holiday,Yes,1
2018-05-22,17,18.6,84,Spring,Holiday,Yes,1
2018-05-22,18,17.9,93,Spring,Holiday,Yes,1
2018-05-22,19,17.6,93,Spring,Holiday,Yes,1
2018-05-22,20,17.2,85,Spring,Holiday,Yes,1
2018-05-22,21,17.0,85,Spring,Holiday,Yes,1
2018-05-22,22,16.8,87,Spring,Holiday,Yes,1
2018-05-22,23,16.3,96,Spring,Holiday,Yes,1
2018-05-23,0,15.8,97,Spring,No Holiday,Yes,1
2018-05-23,1,15.3,97,Spring,No Holiday,Yes,1
2018-05-23,2,15.0,97,Spring,No Holiday,Yes,1
2018-05-23,3,14.9,96,Spring,No Holiday,Yes,1
2018-05-23,4,15.0,97,Spring,No Holiday,Yes,0
2018-05-23,5,14.6,87,Spring,No Holiday,Yes,0
2018-05-23,6,13.9,83,Spring,No Holiday,Yes,0
2018-05-23,7,13.6,75,Spring,No Holiday,Yes,0
2018-05-23,8,14.6,70,Spring,No Holiday,Yes,0
2018-05-23,9,16.0,60,Spring,No Holiday,Yes,0
2018-05-23,10,17.9,56,Spring,No Holiday,Yes,0
2018-05-23,11,18.9,42,Spring,No Holiday,Yes,0
2018-05-23,12,20.1,37,Spring,No Holiday,Yes,0
2018-05-23,13,20.9,33,Spring,No Holiday,Yes,0
2018-05-23,14,22.0,33,Spring,No Holiday,Yes,0
2018-05-23,15,23.0,29,Spring,No Holiday,Yes,0
2018-05-23,16,23.0,33,Spring,No Holiday,Yes,0
2018-05-23,17,22.4,39,Spring,No Holiday,Yes,0
2018-05-23,18,21.7,40,Spring,No Holiday,Yes,0
2018-05-23,19,18.8,52,Spring,No Holiday,Yes,0
2018-05-23,20,16.7,61,Spring,No Holiday,Yes,0
2018-05-23,21,15.4,61,Spring,No Holiday,Yes,0
2018-05-23,22,14.8,59,Spring,No Holiday,Yes,0
2018-05-23,23,14.6,54,Spring,No Holiday,Yes,0
2018-05-24,0,13.7,51,Spring,No Holiday,Yes,0
2018-05-24,1,12.9,62,Spring,No Holiday,Yes,0
2018-05-24,2,12.5,54,Spring,No Holiday,Yes,0
2018-05-24,3,12.1,64,Spring,No Holiday,Yes,0
2018-05-24,4,11.7,64,Spring,No Holiday,Yes,0
2018-05-24,5,11.3,64,Spring,No Holiday,Yes,0
2018-05-24,6,11.4,67,Spring,No Holiday,Yes,0
2018-05-24,7,12.5,61,Spring,No Holiday,Yes,0
2018-05-24,8,15.2,50,Spring,No Holiday,Yes,0
2018-05-24,9,17.6,30,Spring,No Holiday,Yes,0
2018-05-24,10,19.9,27,Spring,No Holiday,Yes,0
2018-05-24,11,21.5,30,Spring,No Holiday,Yes,0
2018-05-24,12,22.1,36,Spring,No Holiday,Yes,0
2018-05-24,13,23.3,35,Spring,No Holiday,Yes,0
2018-05-24,14,23.2,36,Spring,No Holiday,Yes,0
2018-05-24,15,23.5,36,Spring,No Holiday,Yes,0
2018-05-24,16,23.5,36,Spring,No Holiday,Yes,0
2018-05-24,17,23.4,38,Spring,No Holiday,Yes,0
2018-05-24,18,22.6,39,Spring,No Holiday,Yes,0
2018-05-24,19,21.1,44,Spring,No Holiday,Yes,0
2018-05-24,20,20.0,46,Spring,No Holiday,Yes,0
2018-05-24,21,19.3,50,Spring,No Holiday,Yes,0
2018-05-24,22,18.6,54,Spring,No Holiday,Yes,0
2018-05-24,23,18.1,56,Spring,No Holiday,Yes,0
2018-05-25,0,17.6,57,Spring,No Holiday,Yes,0
2018-05-25,1,16.9,61,Spring,No Holiday,Yes,0
2018-05-25,2,16.1,70,Spring,No Holiday,Yes,0
2018-05-25,3,15.4,71,Spring,No Holiday,Yes,0
2018-05-25,4,14.8,71,Spring,No Holiday,Yes,0
2018-05-25,5,14.3,75,Spring,No Holiday,Yes,0
2018-05-25,6,13.8,74,Spring,No Holiday,Yes,0
2018-05-25,7,14.4,66,Spring,No Holiday,Yes,0
2018-05-25,8,17.1,57,Spring,No Holiday,Yes,0
2018-05-25,9,19.5,44,Spring,No Holiday,Yes,0
2018-05-25,10,21.4,30,Spring,No Holiday,Yes,0
2018-05-25,11,23.1,30,Spring,No Holiday,Yes,0
2018-05-25,12,24.4,24,Spring,No Holiday,Yes,0
2018-05-25,13,25.6,26,Spring,No Holiday,Yes,0
2018-05-25,14,26.0,23,Spring,No Holiday,Yes,0
2018-05-25,15,25.1,25,Spring,No Holiday,Yes,0
2018-05-25,16,24.3,27,Spring,No Holiday,Yes,0
2018-05-25,17,23.6,28,Spring,No Holiday,Yes,0
2018-05-25,18,23.3,32,Spring,No Holiday,Yes,0
2018-05-25,19,22.0,40,Spring,No Holiday,Yes,0
2018-05-25,20,20.4,45,Spring,No Holiday,Yes,0
2018-05-25,21,19.1,50,Spring,No Holiday,Yes,0
2018-05-25,22,18.3,54,Spring,No Holiday,Yes,0
2018-05-25,23,17.6,55,Spring,No Holiday,Yes,0
2018-05-26,0,17.0,59,Spring,No Holiday,Yes,0
2018-05-26,1,16.2,63,Spring,No Holiday,Yes,0
2018-05-26,2,15.8,66,Spring,No Holiday,Yes,0
2018-05-26,3,15.3,69,Spring,No Holiday,Yes,0
2018-05-26,4,14.8,73,Spring,No Holiday,Yes,0
2018-05-26,5,14.4,73,Spring,No Holiday,Yes,0
2018-05-26,6,14.2,72,Spring,No Holiday,Yes,0
2018-05-26,7,15.0,64,Spring,No Holiday,Yes,0
2018-05-26,8,17.8,52,Spring,No Holiday,Yes,0
2018-05-26,9,20.6,43,Spring,No Holiday,Yes,0
2018-05-26,10,23.2,41,Spring,No Holiday,Yes,0
2018-05-26,11,24.8,34,Spring,No Holiday,Yes,0
2018-05-26,12,26.2,31,Spring,No Holiday,Yes,0
2018-05-26,13,27.8,31,Spring,No Holiday,Yes,0
2018-05-26,14,28.3,30,Spring,No Holiday,Yes,0
2018-05-26,15,29.4,30,Spring,No Holiday,Yes,0
2018-05-26,16,29.0,31,Spring,No Holiday,Yes,0
2018-05-26,17,27.9,34,Spring,No Holiday,Yes,0
2018-05-26,18,27.0,33,Spring,No Holiday,Yes,0
2018-05-26,19,24.9,46,Spring,No Holiday,Yes,0
2018-05-26,20,22.3,50,Spring,No Holiday,Yes,0
2018-05-26,21,21.7,58,Spring,No Holiday,Yes,0
2018-05-26,22,21.2,60,Spring,No Holiday,Yes,0
2018-05-26,23,20.7,63,Spring,No Holiday,Yes,0
2018-05-27,0,20.1,65,Spring,No Holiday,Yes,0
2018-05-27,1,19.8,61,Spring,No Holiday,Yes,0
2018-05-27,2,19.0,62,Spring,No Holiday,Yes,0
2018-05-27,3,18.5,62,Spring,No Holiday,Yes,0
2018-05-27,4,17.9,59,Spring,No Holiday,Yes,0
2018-05-27,5,17.6,0,Spring,No Holiday,Yes,0
2018-05-27,6,17.3,62,Spring,No Holiday,Yes,0
2018-05-27,7,17.6,0,Spring,No Holiday,Yes,0
2018-05-27,8,18.3,51,Spring,No Holiday,Yes,0
2018-05-27,9,19.5,43,Spring,No Holiday,Yes,0
2018-05-27,10,21.6,33,Spring,No Holiday,Yes,0
2018-05-27,11,22.3,33,Spring,No Holiday,Yes,0
2018-05-27,12,23.4,38,Spring,No Holiday,Yes,0
2018-05-27,13,24.3,37,Spring,No Holiday,Yes,0
2018-05-27,14,24.2,36,Spring,No Holiday,Yes,0
2018-05-27,15,23.9,37,Spring,No Holiday,Yes,0
2018-05-27,16,24.0,36,Spring,No Holiday,Yes,0
2018-05-27,17,23.5,32,Spring,No Holiday,Yes,0
2018-05-27,18,23.0,36,Spring,No Holiday,Yes,0
2018-05-27,19,21.7,38,Spring,No Holiday,Yes,0
2018-05-27,20,20.6,41,Spring,No Holiday,Yes,0
2018-05-27,21,19.5,46,Spring,No Holiday,Yes,0
2018-05-27,22,18.6,50,Spring,No Holiday,Yes,0
2018-05-27,23,17.9,53,Spring,No Holiday,Yes,0
2018-05-28,0,17.3,55,Spring,No Holiday,Yes,0
2018-05-28,1,16.7,60,Spring,No Holiday,Yes,0
2018-05-28,2,16.5,58,Spring,No Holiday,Yes,0
2018-05-28,3,17.1,56,Spring,No Holiday,Yes,0
2018-05-28,4,17.2,0,Spring,No Holiday,Yes,0
2018-05-28,5,16.6,0,Spring,No Holiday,Yes,0
2018-05-28,6,16.2,0,Spring,No Holiday,Yes,0
2018-05-28,7,16.8,0,Spring,No Holiday,Yes,0
2018-05-28,8,19.5,50,Spring,No Holiday,Yes,0
2018-05-28,9,21.7,48,Spring,No Holiday,Yes,0
2018-05-28,10,23.3,49,Spring,No Holiday,Yes,0
2018-05-28,11,25.1,45,Spring,No Holiday,Yes,0
2018-05-28,12,26.3,44,Spring,No Holiday,Yes,0
2018-05-28,13,27.7,39,Spring,No Holiday,Yes,0
2018-05-28,14,28.7,36,Spring,No Holiday,Yes,0
2018-05-28,15,28.4,43,Spring,No Holiday,Yes,0
2018-05-28,16,28.1,43,Spring,No Holiday,Yes,0
2018-05-28,17,26.9,45,Spring,No Holiday,Yes,0
2018-05-28,18,26.0,39,Spring,No Holiday,Yes,0
2018-05-28,19,24.4,44,Spring,No Holiday,Yes,0
2018-05-28,20,23.0,49,Spring,No Holiday,Yes,0
2018-05-28,21,21.8,50,Spring,No Holiday,Yes,0
2018-05-28,22,21.1,54,Spring,No Holiday,Yes,0
2018-05-28,23,20.9,53,Spring,No Holiday,Yes,0
2018-05-29,0,20.6,54,Spring,No Holiday,Yes,0
2018-05-29,1,20.3,55,Spring,No Holiday,Yes,0
2018-05-29,2,20.2,56,Spring,No Holiday,Yes,0
2018-05-29,3,20.0,58,Spring,No Holiday,Yes,0
2018-05-29,4,19.8,60,Spring,No Holiday,Yes,0
2018-05-29,5,19.6,64,Spring,No Holiday,Yes,0
2018-05-29,6,19.5,64,Spring,No Holiday,Yes,0
2018-05-29,7,19.9,63,Spring,No Holiday,Yes,0
2018-05-29,8,20.5,66,Spring,No Holiday,Yes,0
2018-05-29,9,21.0,67,Spring,No Holiday,Yes,0
2018-05-29,10,21.6,68,Spring,No Holiday,Yes,0
2018-05-29,11,23.1,63,Spring,No Holiday,Yes,0
2018-05-29,12,23.1,64,Spring,No Holiday,Yes,0
2018-05-29,13,24.2,58,Spring,No Holiday,Yes,0
2018-05-29,14,25.5,53,Spring,No Holiday,Yes,0
2018-05-29,15,25.7,56,Spring,No Holiday,Yes,0
2018-05-29,16,23.6,66,Spring,No Holiday,Yes,0
2018-05-29,17,23.9,65,Spring,No Holiday,Yes,0
2018-05-29,18,23.1,68,Spring,No Holiday,Yes,0
2018-05-29,19,22.3,71,Spring,No Holiday,Yes,0
2018-05-29,20,20.1,88,Spring,No Holiday,Yes,1
2018-05-29,21,19.9,93,Spring,No Holiday,Yes,0
2018-05-29,22,19.9,85,Spring,No Holiday,Yes,0
2018-05-29,23,19.5,89,Spring,No Holiday,Yes,0
2018-05-30,0,19.1,84,Spring,No Holiday,Yes,0
2018-05-30,1,18.8,84,Spring,No Holiday,Yes,0
2018-05-30,2,18.7,83,Spring,No Holiday,Yes,0
2018-05-30,3,18.4,86,Spring,No Holiday,Yes,0
2018-05-30,4,18.3,84,Spring,No Holiday,Yes,0
2018-05-30,5,18.4,84,Spring,No Holiday,Yes,0
2018-05-30,6,18.6,84,Spring,No Holiday,Yes,0
2018-05-30,7,18.9,85,Spring,No Holiday,Yes,0
2018-05-30,8,19.3,83,Spring,No Holiday,Yes,0
2018-05-30,9,19.8,79,Spring,No Holiday,Yes,0
2018-05-30,10,21.4,71,Spring,No Holiday,Yes,0
2018-05-30,11,22.8,66,Spring,No Holiday,Yes,0
2018-05-30,12,23.2,64,Spring,No Holiday,Yes,0
2018-05-30,13,24.0,56,Spring,No Holiday,Yes,0
2018-05-30,14,24.3,58,Spring,No Holiday,Yes,0
2018-05-30,15,24.3,52,Spring,No Holiday,Yes,0
2018-05-30,16,24.7,47,Spring,No Holiday,Yes,0
2018-05-30,17,24.1,41,Spring,No Holiday,Yes,0
2018-05-30,18,23.6,42,Spring,No Holiday,Yes,0
2018-05-30,19,21.2,52,Spring,No Holiday,Yes,0
2018-05-30,20,19.1,64,Spring,No Holiday,Yes,0
2018-05-30,21,18.2,69,Spring,No Holiday,Yes,0
2018-05-30,22,17.3,76,Spring,No Holiday,Yes,0
2018-05-30,23,16.4,80,Spring,No Holiday,Yes,0
2018-05-31,0,15.8,82,Spring,No Holiday,Yes,0
2018-05-31,1,15.5,82,Spring,No Holiday,Yes,0
2018-05-31,2,15.2,84,Spring,No Holiday,Yes,0
2018-05-31,3,15.0,84,Spring,No Holiday,Yes,0
2018-05-31,4,14.8,85,Spring,No Holiday,Yes,0
2018-05-31,5,14.4,82,Spring,No Holiday,Yes,0
2018-05-31,6,14.3,82,Spring,No Holiday,Yes,0
2018-05-31,7,14.9,71,Spring,No Holiday,Yes,0
2018-05-31,8,16.9,65,Spring,No Holiday,Yes,0
2018-05-31,9,18.8,59,Spring,No Holiday,Yes,0
2018-05-31,10,20.8,54,Spring,No Holiday,Yes,0
2018-05-31,11,22.0,54,Spring,No Holiday,Yes,0
2018-05-31,12,23.7,44,Spring,No Holiday,Yes,0
2018-05-31,13,25.0,47,Spring,No Holiday,Yes,0
2018-05-31,14,25.9,43,Spring,No Holiday,Yes,0
2018-05-31,15,26.9,37,Spring,No Holiday,Yes,0
2018-05-31,16,27.3,38,Spring,No Holiday,Yes,0
2018-05-31,17,27.2,42,Spring,No Holiday,Yes,0
2018-05-31,18,26.4,42,Spring,No Holiday,Yes,0
2018-05-31,19,25.2,53,Spring,No Holiday,Yes,0
2018-05-31,20,23.1,58,Spring,No Holiday,Yes,0
2018-05-31,21,21.9,60,Spring,No Holiday,Yes,0
2018-05-31,22,21.1,59,Spring,No Holiday,Yes,0
2018-05-31,23,20.5,62,Spring,No Holiday,Yes,0
2018-06-01,0,20.1,63,Summer,No Holiday,Yes,0
2018-06-01,1,19.5,65,Summer,No Holiday,Yes,0
2018-06-01,2,19.0,72,Summer,No Holiday,Yes,0
2018-06-01,3,18.6,72,Summer,No Holiday,Yes,0
2018-06-01,4,18.1,76,Summer,No Holiday,Yes,0
2018-06-01,5,17.8,75,Summer,No Holiday,Yes,0
2018-06-01,6,17.5,76,Summer,No Holiday,Yes,0
2018-06-01,7,18.1,64,Summer,No Holiday,Yes,0
2018-06-01,8,20.6,55,Summer,No Holiday,Yes,0
2018-06-01,9,23.1,52,Summer,No Holiday,Yes,0
2018-06-01,10,25.3,45,Summer,No Holiday,Yes,0
2018-06-01,11,26.8,38,Summer,No Holiday,Yes,0
2018-06-01,12,28.2,34,Summer,No Holiday,Yes,0
2018-06-01,13,29.4,33,Summer,No Holiday,Yes,0
2018-06-01,14,29.6,31,Summer,No Holiday,Yes,0
2018-06-01,15,29.9,36,Summer,No Holiday,Yes,0
2018-06-01,16,29.9,34,Summer,No Holiday,Yes,0
2018-06-01,17,29.2,35,Summer,No Holiday,Yes,0
2018-06-01,18,28.5,36,Summer,No Holiday,Yes,0
2018-06-01,19,26.8,35,Summer,No Holiday,Yes,0
2018-06-01,20,25.0,39,Summer,No Holiday,Yes,0
2018-06-01,21,23.5,44,Summer,No Holiday,Yes,0
2018-06-01,22,22.7,44,Summer,No Holiday,Yes,0
2018-06-01,23,21.8,49,Summer,No Holiday,Yes,0
2018-06-02,0,20.9,53,Summer,No Holiday,Yes,0
2018-06-02,1,20.2,57,Summer,No Holiday,Yes,0
2018-06-02,2,19.6,60,Summer,No Holiday,Yes,0
2018-06-02,3,18.9,63,Summer,No Holiday,Yes,0
2018-06-02,4,18.3,66,Summer,No Holiday,Yes,0
2018-06-02,5,17.8,69,Summer,No Holiday,Yes,0
2018-06-02,6,17.7,68,Summer,No Holiday,Yes,0
2018-06-02,7,18.1,59,Summer,No Holiday,Yes,0
2018-06-02,8,20.4,54,Summer,No Holiday,Yes,0
2018-06-02,9,23.3,43,Summer,No Holiday,Yes,0
2018-06-02,10,25.5,33,Summer,No Holiday,Yes,0
2018-06-02,11,27.3,35,Summer,No Holiday,Yes,0
2018-06-02,12,28.3,30,Summer,No Holiday,Yes,0
2018-06-02,13,29.6,24,Summer,No Holiday,Yes,0
2018-06-02,14,29.8,23,Summer,No Holiday,Yes,0
2018-06-02,15,29.8,24,Summer,No Holiday,Yes,0
2018-06-02,16,29.6,26,Summer,No Holiday,Yes,0
2018-06-02,17,28.9,22,Summer,No Holiday,Yes,0
2018-06-02,18,27.4,29,Summer,No Holiday,Yes,0
2018-06-02,19,25.4,33,Summer,No Holiday,Yes,0
2018-06-02,20,23.4,38,Summer,No Holiday,Yes,0
2018-06-02,21,22.1,44,Summer,No Holiday,Yes,0
2018-06-02,22,21.4,48,Summer,No Holiday,Yes,0
2018-06-02,23,20.6,52,Summer,No Holiday,Yes,0
2018-06-03,0,19.7,55,Summer,No Holiday,Yes,0
2018-06-03,1,19.2,57,Summer,No Holiday,Yes,0
2018-06-03,2,18.6,60,Summer,No Holiday,Yes,0
2018-06-03,3,18.0,64,Summer,No Holiday,Yes,0
2018-06-03,4,17.4,65,Summer,No Holiday,Yes,0
2018-06-03,5,17.1,66,Summer,No Holiday,Yes,0
2018-06-03,6,16.9,62,Summer,No Holiday,Yes,0
2018-06-03,7,18.0,54,Summer,No Holiday,Yes,0
2018-06-03,8,20.3,47,Summer,No Holiday,Yes,0
2018-06-03,9,22.7,39,Summer,No Holiday,Yes,0
